id,name,installed_capacity_MW,type,country_code,lat,lon,dam_height_m,volume_Mm3,storage_capacity_MWh,pypsa_id,GEO
1,Grande Dixence Hydroelectric Power Scheme Switzerland - Grande Dixence Hydroelectric Power Scheme Switzerland,2069,HDAM,CH,46.0731,7.4034,285,400,1764300,,45218
2,Dinorwig,1728,HPHS,GB,53.1187439999999,-4.113624,,6.7,9100,23,2941
3,Grand maison GRAND MAISON 1 - Grand Maison Pumped Storage Hydroelectric Power Station France,1690,HPHS,FR,45.20597,6.11719,160,132,34800,1541,42969
4,Muela,1516.76,HPHS,ES,39.243581,-0.931709,450,20,24500,209,
5,Psw vianden Vianden 1 - Vianden Pumped Storage Power Plant Luxembourg,1291,HPHS,LU,49.9515671281818,6.18003128690909,280,7.34,4478,1551,45216
6,Aldeadavila,1226.43,HPHS,ES,41.2093349999999,-6.686566,139.5,56.6,35000,21,43823
7,ChePortileDeFier_PFIERI1_CA - Iron Gate I Hydroelectric Power Station Romania,1165.8000000000002,HDAM,RO,44.673,22.532,60,2100,,3705,40975
8,Coo trois ponts,1164,HPHS,BE,50.3717154,5.8703455,275,8.5,5000,830,41951
9,Chiotas entracque,1124,HPHS,IT,44.1775758,7.4165053,130,30.18,16860,831,45432
10,HE Derdap 1 G1 - Djerdap-1 (Iron Gate I) Hydroelectric Power Station Serbia,1083,HDAM,RS,44.668999,22.527,,2100,343350,,44111
11,Goldisthal PSW Goldisthal PSS A - Goldisthal Pumped Storage Power Plant Germany,1052,HPHS,DE,50.50975864,11.02087498,302,12,8050,1540,44336
12,Markersbach PSW Markersbach PSS A - Markersbach Pumped Storage Power Plant Germany,1045.2,HPHS,DE,50.51938,12.87976,285,6.3,3989,1545,44337
13,Presenzano UP_PRESENZAN_1 - Presenzano (Domenico Cimarosa) Pumped Storage Power Plant Italy,1005,HPHS,IT,41.380906,14.09146,45,6,15075,18,45430
14,Roncovalgrande UP_RONCOVALG_1PS - Roncovalgrande Pumped Storage Power Plant Italy,1000,HPHS,IT,46.067588,8.731877,,10,17700,19,45431
15,Edolo UP_EDOLO_1 - Edolo Pumped Storage Hydroelectric Power Plant Italy,950,HPHS,IT,46.172153,10.344367,37.5,17.04,4900,14,43971
16,"JM,ORIOL 1 - Jose Maria de Oriol (Alcantara) Hydroelectric Power Plant Spain",934,HDAM,ES,39.730301,-6.8849,130,3162,970100,161,43822
17,Montezic MONTEZIC 1 - Montezic Pump Storage Hydroelectric Power Station France,910,HPHS,FR,44.73766,2.64342,423,34,31573,1546,42240
18,Wehr Kraftwerk Wehr - Wehr Pumped Storage Hydroelectric Power Plant Germany,910,HPHS,DE,47.64529898,7.91819945,,4.4,7900,1563,44456
19,Kruonis & extension Kruonio KHAE-----HA1 - Kruonis Pumped Storage Hydroelectric Power Plant Lithuania,900,HPHS,LT,54.797866,24.248169,,41,,2891,42161
20,Nant drance NANT DE DRANCE - Nant de Drance Pumped Storage Power Plant Switzerland,900,HPHS,CH,46.1025948,7.07705509999999,45,13.8,,2910,45484
21,Bissorte Hydroelectric Power Station France - Bissorte Hydroelectric Power Station France,883,HDAM,FR,45.202,6.585,63,39.5,,,39783
22,Plavinas hpp Plavinas HPP - Plavinas Hydroelectric Power Plant Latvia,869,HDAM,LV,56.583,25.2394,58,510,46330,2964,42156
23,PSHPP_CHAIRA_GP1 - Chaira Pumped Storage Hydroelectric Power Plant Bulgaria,864,HPHS,BG,42.159,23.871,690,76.08374298190893,,2901,42172
24,Harsprånget Harspranget G1 - Harspranget Hydroelectric Power Station Sweden,855,HDAM,SE,66.885308999999907,19.818399,51,6.4,,2,42916
25,Villarino VLLRINO 1G - Almendra (Villarino) Hydroelectric Power Plant Spain,850.88,HPHS,ES,41.271328,-6.320278,202,2648,3458000,26,43825
26,Revin REVIN 1 - Revin Pump Storage Hydroelectric Power Station France,808,HPHS,FR,49.92556,4.61331,233,8.7,4503,1549,45157
27,Kopswerk Kopswerk 2 M1 - Kops II Pumped Storage Power Plant Austria,525,HPHS,AT,46.96845,10.05986,,42,2300,1560,45211
28,Super bissorte SUPER BISSORTE 1 - Super-Bissorte Pumped Storage Hydroelectric Power Station France,742.3,HPHS,FR,45.1803,6.5797,,40,3200,1536,44379
29,Venda Nova III,736,HPHS,PT,41.692695,-8.027817,,,,2908,43565
30,Čierny váh Cierny Vah TG1 - Cierny Vah Pumped Storage Hydroelectric Power Plant Slovakia,735.16,HPHS,SK,49.0091,19.91203,,3.7,,1556,42635
31,Malta hauptstufe Malta-Hauptstufe-KW - Malta Haupstufe (Rottau)  Pumped Storage Power Plant Austria,730,HDAM,AT,46.870564,13.329601,50,6.2,16100,1543,44815
32,Gabčíkovo Gabcikovo - Gabcikovo Hydroelectric Power Plant Slovakia,720,HDAM,SK,47.88004,17.53841,,,,1724,42637
33,Żarnowiec Zarnowiec H1 - Zarnowiec Pumped Storage Hydroelectric Power Plant Poland,716,HPHS,PL,54.7697655,18.0466655,,,3600,1553,42483
34,Schluchsee,699,HPHS,DE,47.648998,7.969,,,,,
35,Grimsel KWO ProduktionPS - Grimsel 3 Pumped Storage Power Plant Switzerland,660,HPHS,CH,46.5680720667,8.31932651704,,,210,,
36,Grosio UP_PREM-GROSIO_1,655,HROR,IT,46.489007,10.294052,,1.2,1700,243,
37,EDST_G1____ - Dlouhe Strane Pumped Storage Hydroelectric Power Plant Czech Republic,650,HPHS,CZ,50.083,17.181,56,2.72,,3065,42364
38,Alto lindoso Alto Lindoso - G1 - Alto Lindoso Hydroelectric Power Plant Portugal,630,HDAM,PT,41.872,-8.2025,110,348,237000,2914,43535
39,RHE Bajina Basta G1 - Bajina Basta Pumped Storage Hydroelectric Power Plant Serbia,614,HPHS,RS,43.865002,19.406,42,150,,,44122
40,Komani - KOMANG1,600,HDAM,AL,42.104,19.826,133,450,,,
41,Bathie BATHIE - Bathie (La) Hydroelectric Power Station France,576,HDAM,FR,45.68545,6.62248999999999,150,185,567200,1575,39814
42,Stornorrfors Stornorrfors G1 - Stornorrfors Hydroelectric Power Station Sweden,575,HDAM,SE,63.85198,20.051344,75,,,11,42911
43,"S,fiorano",544,HPHS,IT,46.049856,10.351457,,38.8,130400,16,45424
44,Porąbka żar Porabka Zar H1 - Porabka-Zar Pumped Storage Power Plant Poland,540,HPHS,PL,49.7704966,19.2116631,,,2000,1547,42466
45,Saucelle SAUCE II 1 - Saucelle Hydroelectric Power Plant Spain,516.39,HDAM,ES,41.041734,-6.805412,83,181.5,35600,178,44131
46,Alqueva,514,HPHS,PT,38.197508,-7.496394,96,4150,5800,2890,43534
47,CheLotru_LOTR1_CA - Lotru-Ciunget Hydroelectric Power Plant Romania,510,HDAM,RO,45.446999,23.768,121,340,,,40977
48,Silz SILZ 1,500,HDAM,AT,47.2666667,10.9333333,45,3,8900,3771,
49,"Anapo c,le UP_ANAPO_C,L_1 - Anapo Pumped Storage Power Plant Italy",500,HPHS,IT,37.115761,15.137157,,5.6,4000,13,45434
50,Limmern,500,HPHS,CH,46.9218287,8.9996438,146,92,,1832,
51,Fierze - FIERZAG1,500,HDAM,AL,42.243999,20.014999,167,2700,,,
52,Rodundwerk Rodund 1 2 - Rodund II Pumped Storage Power Plant Austria,493,HPHS,AT,47.084744,9.8778575,,2.24,1800,1561,45207
53,UP_SGIACOMO_3,492,HDAM,IT,42.553001,13.556,,1.69,2600,,
54,Zakucac Zakucac - Zakucac Hydroelectric Power Plant Croatia,486,HDAM,HR,43.4581,16.7027,250,3,,3230,44832
55,Cheylas CHEYLAS 1 - Cheylas (Le) Hydroelectric Power Station France,485,HPHS,FR,45.3846,6.00207,18,4.8,2900,1537,45014
56,EDAL_G1____ - Dalesice Pumped Storage Hydroelectric Power Plant Czech Republic,480,HPHS,CZ,49.124001,16.124001,100,127.3,,3059,42363
57,Kaprun-Oberstufe,592.8,HPHS,AT,47.275002,12.756,365,88.06,245100,5253,45051
58,CEDILLO 1,473,HDAM,ES,39.663898,-7.54,,260,26400,,
59,Galleto,461,HROR,IT,42.5641417,12.6405466,,,,241,
60,Porjus Porjus G11 - Porjus Hydroelectric Power Station Sweden,455,HDAM,SE,66.954281,19.796076,22,600,,6,42910
61,Estany gento sallente,451.2,HPHS,ES,42.500623,0.989212,,3,900,210,
62,Kopswerk 2 M1 - Kops II Pumped Storage Power Plant Austria,450,HPHS,AT,46.969002,10.056,122,42.9,,,
63,Messaure Messaure G1 - Messaure Hydroelectric Power Station Sweden,450,HDAM,SE,66.691226,20.345341,101,54,,5,42918
64,Innertkirchen Innertkirchen 2 Hydroelectric Power Plant Switzerland - Innertkirchen 2 Hydroelectric Power Plant Switzerland,448.3,HDAM,CH,46.7085534816,8.22601948865,94,27,,1762,45446
65,Pouget POUGET 4 - Pouget (Le) Hydroelectric Power Station France,446.9,HDAM,FR,43.65604,3.40178,23,10.9,700,1548,39723
66,Waldeck bringhausen Waldeck II M5 - Waldeck II Pumped Storage Power Plant Germany,440,HPHS,DE,51.167139,9.046832,324,4.4,3400,1552,44356
67,Cruachan,440,HPHS,GB,56.394104,-5.114319,46,11.3,10000,22,2824
68,Picote I / Picote II,440,HDAM,PT,41.379,-6.3525,74,13.43,,2960,43538
69,Kremasta,437.2,HDAM,GR,38.890417,21.499583,160,4495,694000,2949,42794
70,Letsi Letsi G1 - Letsi Hydroelectric Power Plant Sweden,435,HDAM,SE,66.503203,20.380167,85,68,,3,44343
71,Bemposta,431,HPHS,PT,41.3009,-6.4699,87,20,2300,2918,43539
72,Reisseck Reisseck-Jahresspeicher-KW - Kolbnitz (Reisseck/Kreuzeck) Hydroelectric Power Plant Austria,430,HPHS,AT,47.0791667,13.3391666999999,46.5,7.8,31200,2906,45199
73,CAPLJINA - Capljina Pumped Storage Power Plant Bosnia and Herzegovina,430,HPHS,BA,43.014,17.802999,,6.5,3.4,,44764
74,Kraftwerke mauvoisin ag Stufe FMM Produktion Total,421,HDAM,CH,46.15726,7.20921999999999,250,211.5,,3003,45288
75,Genissiat GENISSIAT - Genissiat Hydroelectric Power Station France,420,HROR,FR,46.05271,5.81285,104,56,,1621,39698
76,Hongrin léman Usine de Fionnay,420,HPHS,CH,46.4198999,6.9287696,125,53.2,,1831,
77,Sil,412,HPHS,ES,43.49489,-7.24214799999999,,,,3757,
78,Pradella,408,HDAM,CH,46.8048197339,10.3313441829999,130,164,,2483,
79,Brommat BROMMAT 7 - Brommat Hydroelectric Power Station France,406,HDAM,FR,44.76793,2.68415,72,8,,1589,39720
80,Riga hpp Riga HPP - Riga Hydroelectric Power Plant Latvia,402,HROR,LV,56.9460041154056,24.1058921813965,,,,3727,42158
81,Säckingen,396.8,HPHS,DE,47.5619736,7.95484645,400,2.1,1866,1850,
82,Timpagrande UP_ORTICA_1,395,HROR,IT,39.17553,16.780345,,,,265,
83,Kaunertal Kaunertal 1,392,HDAM,AT,47.067783,10.665211,153,140,278800,1875,
84,Emosson Scheme,390,HDAM,CH,46.0508221655,6.94899701138,180,227,,1830,
85,Grimsel KWO ProduktionPS - Grimsel 2 Pumped Storage Power Plant Switzerland,388,HPHS,CH,46.5680720667,8.31932651704,,700,570,1755,45439
86,Serre poncon SERRE PONCON - Serre Poncon Hydroelectric Power Station France,384,HDAM,FR,44.47095,6.26967,124,1272,383600,1690,39770
87,Thisavros φράγμα θησαυρού,384,HPHS,GR,41.267032,24.5008777,,,,2894,42801
88,"S,massenza molveno UP_S,MASS,CL_1",377,HPHS,IT,46.067653,10.983605,,32.7,44800,251,
89,Tajo encantada,376.88,HPHS,ES,36.908265,-4.763865,,4,1000,216,
90,Polyfyto POLYFYTO - Polyfyto  Hydroelectric Power Plant Greece,375,HDAM,GR,40.3305,22.1253,105,1220,342000,2966,42797
91,PSHPP_BELMEKEN_1 - Belmeken Pumped Storage Hydroelectric Power Plant Bulgaria,375,HPHS,BG,42.198002,23.862,640,33.02245789145353,,,
92,Miranda,369,HROR,PT,41.4886,-6.2656,,,,2954,43537
93,Monteynard MONTEYNARD - Monteyard-Avigonnet Hydroelectric Power Station France,366,HDAM,FR,44.96118,5.68874,153,275,77900,1659,39790
94,HE Bajina Basta G1 - Bajina Basta Hydroelectric Power Plant Serbia,364,HDAM,RS,43.964001,19.41,90,218,30000,,44121
95,ORLIK - Orlik Hydroelectric Power Plant Czech Republic,364,HDAM,CZ,49.606998,14.182,91,716.5,,,42362
96,Aguayo,360.6,HPHS,ES,43.095804,-4.0006559999999904,,,,205,
97,Aigle AIGLE 6 - L'Aigle Hydroelectric Generating Station France,360,HDAM,FR,45.24373,2.22483,92,220,,1911,3929
98,Piva_G1 - Piva (Mratinje) Hydroelectric Power Plant Montenegro,360,HDAM,ME,43.272999,18.841999,220,880,,,42686
99,Häusling Haeusling-KW - Haeusling Pumped Storage Power Plant Austria,360,HPHS,AT,47.146432,11.967219,186,86.7,244300,17,45046
100,Ffestiniog Ffestiniog Pumped Storage Power Station Wales UK - Ffestiniog Pumped Storage Power Station Wales UK,360,HPHS,GB,52.980785,-3.968708,,1.7,1300,24,3173
101,TJE1,360,HPHS,ES,36.908329,-4.763115,,,,,
102,Villarodin VILLARODIN 1 - Villarodin Hydroelectric Power Station France,357,HDAM,FR,45.21466,6.71208,120,333,689900,1705,39817
103,Mayrhofen Mayrhofen-KW - Mayrhofen Storage Power Plant Austria,355,HDAM,AT,47.158171,11.850272,28,6.6,7400,79,45044
104,DONZERE MONDRAGON - Bollene Hydroelectric Power Station France,354,HROR,FR,44.304001,4.742,16,,,1859,39757
105,Turlough hill Turlough Hill Unit 1 - Turlough Hill (Tomaneena) Pumped Storage Hydroelectric Power Plant Ireland,342,HPHS,IE,53.0280556,-6.39305559999999,,2.3,,833,43943
106,Bitsch,340,HDAM,CH,46.3336461722,8.0075990397,,9.2,16300,2023,
107,Aguieira Aguieira - G1 - Aguieira Hydroelectric Power Plant Brazil,336,HPHS,PT,40.340285,-8.196778,,,2352,2889,43566
108,Raul Mare (Retezat) Hydroelectric Power Station Romania - Raul Mare (Retezat) Hydroelectric Power Station Romania,335,HDAM,RO,45.3391,22.7213,168,220,,,40983
109,Pournari,334,HDAM,GR,39.1845,21.0255,87,730,50000,2967,42799
110,Juktan,334,HPHS,SE,64.986262,17.739707,,,25000,2849,
111,Trängslet Trangslet G1 - Trängslet Hydroelectric Power Plant Sweden,330,HDAM,SE,61.3816449999999,13.731379,125,880,,1508,44342
112,Vietas Vietas G1 - Vietas Hydroelectric Power Station Sweden,330,HDAM,SE,67.493432,18.353512,30,5900,,12,46242
113,Altenwörth Altenwoerth-KW - Altenwoerth Hydroelectric Power Plant Austria,328,HROR,AT,48.374728,15.855343,37,,,33,45055
114,Venina VENINA,327.1,HROR,IT,46.159595,9.934951,,,,271,
115,Ricobayo RICOBA II1 - Ricobayo Hydroelectric Power Plant Spain,326.57,HDAM,ES,41.5260254,-5.9845018,302.9,1145,,173,44134
116,MEQUINENZA,324,HDAM,ES,41.368999,0.274,81,1533.8,265000,,
117,Biasca,324,HDAM,CH,46.3349885215999,8.98264959939,92,4.6,,2018,
118,Coche COCHE - Coche (La) Hydroelectric Power Station France,320,HPHS,FR,45.49667,6.51038,34,2.1,,1538,39819
119,PSW Hohenwarte II PSS A,320,HPHS,DE,50.615002,11.492,304,3,2027,,
120,Kastraki KASTRAKI - Kastraki Hydroelectric Power Plant Greece,320,HDAM,GR,38.7415,21.3642,95.7,950,25000,2939,42793
121,Ritsem Ritsem G1 - Ritsem Hydro Power Station Sweden,304,HDAM,SE,67.729796,17.4849399999999,173,600,,8,46077
122,Sfikia SFIKIA - Sfikia Hydroelectric Power Plant Greece,315,HPHS,GR,40.3856573,22.2113777,81,18,,2893,42802
123,VISEGRAD - Visegrad Hydroelectric Power Plant Bosnia and Herzegovina,315,HDAM,BA,43.759998,19.289,79.5,161,,,44765
124,Bibey,313.13,HPHS,ES,42.263793,-7.387519,,,,226,
125,Perucica Hydroelectric Power Plant Montenegro - Perucica Hydroelectric Power Plant Montenegro,307,HROR,ME,42.6718,18.9951,,,,,42687
126,Foyers falls Foyers FOYE-1 - Foyers Pumped Storage Power Station Scotland UK,305,HPHS,GB,57.2553615,-4.49315199999999,,13.6,6300,25,3219
127,Malgovert MALGOVERT - Brevieres/Malgovert Hydroelectric Power Station France,297,HDAM,FR,45.61787,6.7907400000000004,180,230,407100,1653,39815
128,Montelimar MONTELIMAR - Chateauneuf Du Rhone Hydroelectric Power Station France,295,HROR,FR,44.59281,4.72593,18,,,1928,
129,Chastang CHASTANG (LE) 1 - Chastang Hydroelectric Generating Station France,293,HROR,FR,45.15185,2.00985,85,187,,1595,39746
130,Greifenstein Greifenstein-KW - Greifenstein Hydroelectric Power Plant Austria,293,HROR,AT,48.355951,16.241844,,,,67,45056
131,KUHTAI 1,292,HPHS,AT,47.208,11.006,,60,2700,1841,
132,Aschach Aschach-KW - Aschach Hydroelectric Power Plant Austria,287,HROR,AT,48.385414,14.0227,34,,,40,45057
133,CORTES 1,284,HDAM,ES,39.242199,-0.8782,,,,,
134,CHASTANG (LE) 1 - Chastang Hydroelectric Generating Station France,283,HROR,FR,45.152,2.01,85,187,,,2638
135,Bargi UP_BARGI_CEN_1,281,HPHS,IT,44.117039,11.04338,,,2640,206,
136,Mapragg - Gigerwald G1,280,HPHS,CH,46.948002,9.482,147,3.34,,1844,
137,Hidroelektrana Velebit / Velebit pump,276,HPHS,HR,44.2007328,15.6811168,517,12.3,14800,3242,
138,Kilforsen Kilforsen Hydroelectric Power Plant Sweden - Kilforsen Hydroelectric Power Plant Sweden,275,HDAM,SE,63.5493995,16.7128525,41,7,,771,44341
139,MONTELIMAR - Chateauneuf Du Rhone Hydroelectric Power Station France,270,HROR,FR,44.499001,4.708,18,,,,39758
140,Conso,268.02,HPHS,ES,42.166873,-7.17524499999999,,,,220,
141,Vouglans VOUGLANS - Vouglans Hydroelectric Power Station France,265,HDAM,FR,46.39734,5.66556,130,592.4,,1706,39796
142,Tierfehd limmern Tierfehd - Limmern GPSW - Linth–Limmern (Tierfehd) Hydroelectric Power Stations Switzerland,261,HDAM,CH,46.8761153436,8.98702934899,,92,700,1791,45436
143,Handeck Handeck 2 Hydroelectric Power Plant Switzerland - Handeck 2 Hydroelectric Power Plant Switzerland,260.4,HDAM,CH,46.6168313031999,8.30758712831,,,,1806,45443
144,"Zadeje Vau Dejes, Vau i Deja - VADEJG1",260,HDAM,AL,42.009998,19.625,60,500,,,
145,Ybbs persenbeug Ybbs-Persenbeug-KW - Ybbs-Persenburg Hydroelectric Power Plant Austria,254,HROR,AT,48.189357,15.0677549999999,,,,125,45167
146,Porsi Porsi G3 - Porsi Hydroelectric Power Plant Sweden,274,HDAM,SE,66.428961,20.653796,,,,7,46241
147,Valdecanas,247.17,HPHS,ES,39.77787,-5.612464,116,1446,664000,228,
148,Rellswerk,244,HPHS,AT,47.0531826,9.7529724,,,,3238,
149,Kops Kops I Hydroelectric Power Plant Austria - Kops I Hydroelectric Power Plant Austria,243.853503184713,HDAM,AT,46.9712,10.0576,122,44.6,,3105,45210
150,Bolarque,242.94,HPHS,ES,40.362584,-2.819307,,,,231,
151,Kegums hpp Kegums HPP - Kegums Hydroelectric Power Plant Latvia,240.1,HROR,LV,56.7405,24.7113,,,,2942,42157
152,Kaprun hauptstufe Kaprun-Hauptstufe-KW - Kaprun-Haupstufe Hydroelectric Power Plant Austria,240,HDAM,AT,47.259591,12.738799,858,81.17,159900,27,45542
153,Taloro UP_TALORO1_1,240,HPHS,IT,40.127148,9.140644,,,12480,217,
154,Rance tidal RANCE - Rance Tidal Hydroelectric Power Station France,240,HPHS,FR,48.6180022,-2.0238876,27,184,,2905,44380
155,Valeira Valeira - G1 - Valeira Hydroelectric Power Plant Portugal,240,HROR,PT,41.1605,-7.3742,,,,2987,43540
156,HPP_SESTRIMO - Sestrimo Hydroelectric Power Plant Bulgaria,240,HDAM,BG,42.233002,23.950001,539,21.134373050530254,,3192,42174
157,Bort BORT 1 - Bort Les Orgues Hydroelectric Power Station France,240,HDAM,FR,45.41269,2.49862,125,477.4,,1583,39749
158,Lünerseewerk Luenersee Pumped Storage Power Plant Austria - Luenersee Pumped Storage Power Plant Austria,238,HDAM,AT,47.074251,9.874652,30,94,,1816,45213
159,Orlovac Orlovac - Orlovac Hydroelectric Power Plant Croatia,237,HPHS,HR,43.6737,16.784,380,782,,3148,44834
160,"Portas, Las",233,HDAM,ES,42.11625,-7.212083,141,536,906,,
161,Roßhag Rosshag-KW - Rosshag Pumped Storage Power Plant Austria,231,HDAM,AT,47.086876,11.774061,131,126.5,331100,20,45043
162,P_AOOU - Aoos (Piges Aoos) Hydroelectric Power Plant Greece,230,HDAM,GR,39.836109,21.066389,78,180,242000,,42792
163,Venaus UP_VENAUS_1,230,HDAM,IT,45.161887,7.008396,,,,270,
164,SILS KHR,230,HROR,CH,46.703999,9.466,,,,,
165,Cimego UP_CIMEGO_1,229.9,HDAM,IT,45.923109,10.628414,,,,235,
166,CONSO,228,HPHS,ES,42.167999,-7.174,,,,,
167,BELESAR 1,225,HDAM,ES,42.628502,-7.7122,207.3,655,,,
168,Krångede Krangede Hydroelectric Power Plant Sweden - Krangede Hydroelectric Power Plant Sweden,250,HDAM,SE,63.14623,16.0706,20,60,,2745,45669
169,Saint pierre cognet,223,HROR,FR,44.87249,5.77319,,,,1892,
170,Hpp mariselu / Mărișelu ,221,HDAM,RO,46.6679,23.059,92,212,,2953,40987
171,"MORALETS GR,1 GENERAC,",221,HPHS,ES,42.569,0.757,,,,,
172,Bärenburg,220.76,HDAM,CH,46.5901915364999,9.42142722621,64,1,,2004,
173,RANCE - Rance Tidal Hydroelectric Power Station France,220,HDAM,FR,48.617001,-2.028,27,184,,,
174,Erzhausen PSW Erzhausen Block 1 - Erzhausen Pumped Storage Power Plant Germany,220,HPHS,DE,51.89912,9.92452,287,1.6,1030,1557,44352
175,Witznau,220,HPHS,DE,47.6879099999999,8.25159,250,1.3,722,1853,
176,Somplago UP_TAGLIAMENTO_1,220,HROR,IT,46.343237,13.067161,,,,260,
177,Hpp vidraru CORB12 - Vidraru Hydroelectric Power Station Romania,220,HDAM,RO,45.3667,24.6307,166,469,,2989,40980
178,Moralets,219.14,HPHS,ES,42.578699,0.758827,,,,213,
179,Senj - Senj Hydroelectric Power System Croatia Croatia,217,HDAM,HR,45.009998,14.893,410,142,,,44842
180,PDF212 - Iron Gate II Hydroelectric Power Station Romania,216,HROR,RO,44.306999,22.568001,35,600,,,40976
181,Dubrovnik - Dubrovnik Hydroelectric Power Plant Bosnia and Herzegovina,216,HDAM,HR,42.603001,18.235001,272,1109,,,44805
182,Villalcampo VILLALC 21 - Villalcampo Hydroelectric Power Plant Spain,215.81,HDAM,ES,41.491101,-6.084608,228,66,41000,190,44135
183,Salamonde Salamonde II - G3 - Salamonde Hydroelectric Power Plant Portugal,215.5,HPHS,PT,41.689967,-8.092345,75,56.3,,2892,43544
184,Laufenburg,214.4,HROR,CH,47.5559133847999,8.049124536665,,,,2325,
185,Sisteron SISTERON 1 - Sisteron Hydroelectric Power Station France,214,HDAM,FR,44.17517,5.95215,17,1.8,,1693,39773
186,Seitevare Seitevare G1 - Seitevare Hydroelectric Power Station Sweden,225,HDAM,SE,66.976846,18.573706,106,1675,,9,46254
187,Puente Bibey,214,HDAM,ES,42.306999,-7.123,,,,,
188,Soverzene UP_SOVERZENE_1,213.5,HDAM,IT,46.201029,12.302334,,,,262,
189,Wallsee mitterkirchen Wallsee-Mitterkirchen-KW - Wallsee- Mitterkirchen Hydroelectric Power Plant Austria,210,HROR,AT,48.166415,14.695103,,,,124,45166
190,Fadalto UP_FADALTO_1,210,HPHS,IT,46.028439,12.300677,,,,211,
191,Gallejaur Gallejaur G1 - Gallejour Hydroelectric Power Plant Seweden,214,HDAM,SE,65.127297,19.467367,56,12.6,,1,46248
192,Vallabregues VALLABREGUES - Beaucaire Hydroelectric Power Station France,210,HROR,FR,43.82415,4.64349,14,,,1940,
193,SALAKOVAC - Salakovac Hydroelectric Power Plant Bosnia and Herzegovina,210,HDAM,BA,43.448002,17.837,70,68,,,44766
194,Hpp stejaru STEJ1 - Bicaz-Stejaru Hydroelectric Power Station Romania,208.4,HDAM,RO,46.9386,26.1029,127,1230,,2978,40978
195,HE DJERDAP II,208,HROR,RS,44.328999,22.528,35,,,,
196,"BOLARQUE II GR,1 GENERAC,",208,HPHS,ES,40.362999,-2.818,,,,,
197,"Guillena GUILLENA GR,1 GENERAC,",207.99,HPHS,ES,37.567315,-6.049541,217,2.33,1123,212,
198,Harrsele,210,HROR,SE,64.000342,19.566667,29,4.8,,781,
199,KWO Produktion_2 - Innertkirchen 1 Hydroelectric Power Plant Switzerland,205,HDAM,CH,46.716999,8.228,,14,21900,3091,45447
200,Carrapatelo Carrapatelo - G1 - Carrapatelo Hydroelectric Power Plant Portugal,201,HROR,PT,41.0849,-8.1306,,,,2921,43542
201,Solina Solina - Solina Pumped Storage Hydroelectric Power Plant Poland,200,HPHS,PL,49.3958323,22.4606916,,,840,1550,42474
202,Gerlos Gerlos-KW - Gerlos I-II Hydroelectric Power Plant Austria,200,HDAM,AT,47.233704,11.899669,610.5,0.85,1200,65,45035
203,Beauchastel BEAUCHASTEL - Beauchastel Hydroelectric Power Station France,198,HROR,FR,44.82397,4.81049,23,30,,1576,39756
204,Itoiz,198,HDAM,ES,42.80375,-1.362083,95.04323146986998,417,234000,,
205,Jochenstein Jochenstein Hydroelectric Power Plant Austria - Jochenstein Hydroelectric Power Plant Austria,132,HROR,AT,48.5191878,13.7079666,,,,198,45169
206,Liptovská mara Liptovska MaraPS - Liptovska Mara Pumped Storage Hydroelectric Power Plant Slovakia,198,HPHS,SK,49.09823,19.48484,,360,,1555,42636
207,Frades I,196,HPHS,PT,41.693192,-8.027951,,,23520,3235,
208,Imatra Imatra - Imatra Hydroelectric Power Plant Finland,192,HROR,FI,61.166797,28.774695,20,1.6,,1635,45225
209,Robiei,192,HPHS,CH,46.4449947897999,8.50890150082,68,6.9,,1849,
210,Pragneres PRAGNERES - Pragneres Hydroelectric Power Station France,189.2,HDAM,FR,42.8211,0.01033,101,63,,1677,39776
211,Lanzada UP_LANZADA_1,188,HDAM,IT,46.268585,9.877013,,,,247,
212,Oraison ORAISON - Oraison Hydroelectric Power Station France,187,HDAM,FR,43.92101,5.92438,29,15.7,,1667,39706
213,Melk Melk-KW - Melk Hydroelectric Power Plant Austria,187,HROR,AT,48.223472,15.304143,,,,80,45168
214,Vermuntwerk Vermunt Hydroelectric Power Plant Austria - Vermunt Hydroelectric Power Plant Austria,187,HROR,AT,46.96845,10.05986,53,5.7,,1794,45209
215,Pocinho Pocinho - G1 - Pocinho Hydroelectric Power Plant Portugal,186,HROR,PT,41.1343,-7.1141,,,,2965,43536
216,Avče CHE Avce - Avce Pumped Storage Hydroelectric Power Plant Slovenia,185,HPHS,SI,46.08412,13.66757,,2.17,,1535,44873
217,FERRERA KHR,185,HROR,CH,46.481998,9.453,28,0.3,,1835,
218,Stalden STALDEN - Stalden Hydroelectric Power Plant Switzerland,185,HDAM,CH,46.2302203342,7.85719305844,120,77.5,,1787,45463
219,Sarrans SARRANS - Sarrans Hydroelectric Power Station France,183,HDAM,FR,44.82942,2.74042,113,296,,1686,39726
220,JABLANICA - Jablanica Hydroelectric Power Plant Bosnia and Herzegovina,181,HDAM,BA,43.692001,17.733,85,,,,44767
221,Verbano,181,HDAM,CH,46.13200050585,8.717114995945,,,,2685,
222,Regua REgua - G1 - Regua Hydroelectric Power Plant Portugal,180,HROR,PT,41.1461,-7.74,41,95,,2971,43541
223,AZUTAN,180,HDAM,ES,39.778999,-5.088,191.6,113,,,
224,"S,floriano UP_SFLORIANO_2",180,HROR,IT,46.290466,11.245401,,,,240,
