id,name,installed_capacity_MW,type,country_code,lat,lon,dam_height_m,volume_Mm3,storage_capacity_MWh,pypsa_id,GEO
568,Sainte tulle i&ii Sainte Tulle I&II Hydroelectric Power Station France - Sainte Tulle I&II Hydroelectric Power Station France,65.5791442073129,HROR,FR,43.787,5.774,,,,3181,39710
569,Hallby Gulsele,68,HDAM,SE,63.821222,17.1450079999999,30,1815,,2842,
570,Nove,65,HROR,IT,45.9766667,12.3033333,,,,3625,
571,Rudolf fettweis werk,65,HROR,DE,48.67128595,8.354376729,,,,6012,
572,MIRANDA 1 (HC),65,HDAM,ES,43.291,-6.12,,,,,
573,SAN AGUSTIN 1,65,HDAM,ES,42.228001,-7.005,,,,,
574,Filisur,65,HROR,CH,46.6698919694,9.68920263555,,,,2155,
575,Hieflau erzbach,64,HDAM,AT,47.6057785,14.7429955,83.5,1.66,,414,
576,Boden Boden Hydroelectric Power Station Sweden - Boden Hydroelectric Power Station Sweden,65.3668724132495,HDAM,SE,65.8173745,21.682987,,,,776,42915
577,Näverede,64,HDAM,SE,63.223555,15.320856,,,,810,
578,Lasa,64,HDAM,IT,46.616614,10.700159,,,,3531,
579,Raasakka,64,HROR,FI,65.323056,25.358333,,,,,
580,SALIME 1 - Salime Hydroelectric Power Plant Spain,63,HDAM,ES,43.237,-6.847,128,133,52000,175,45884
581,SALIME 3 - Salime Hydroelectric Power Plant Spain,63,HDAM,ES,43.237,-6.847,128,133,52000,175,45884
582,Canicada Canicada - Canicada Hydroelectric Power Plant Portugal,62,HDAM,PT,41.653,-8.231,76,144.4,32000,3045,43545
583,Rebnisjaure rebnis krv,64,HDAM,SE,66.4990459999999,17.107241,19,740,,2872,
584,Solleftea,62,HDAM,SE,63.167911,17.277051,,,,2879,
585,Ponte gardena,62,HROR,IT,46.597121,11.530879,,,,3700,
586,BIESCAS 21,62,HDAM,ES,42.624001,-0.24,,,,,
587,Tainionkoski Tainionkoski Hydroelectric Power Plant Finland - Tainionkoski Hydroelectric Power Plant Finland,62,HDAM,FI,61.210576,28.782635,17,5600,,1789,45226
588,Doiras DOIRAS 1 - Doiras Hydroelectric Power Plant Spain,61.94,HDAM,ES,43.38616,-6.825378,,,,154,45887
589,Ružín Ruzin Pumped Storage Hydroelectric Power plant Slovakia - Ruzin Pumped Storage Hydroelectric Power plant Slovakia,61.8,HPHS,SK,48.86048,21.094360000000002,,,,1565,42646
590,Lossen,62,HROR,SE,65.795329,22.570443,,,,2861,
591,Clunie Cascade CLUN-1,61,HDAM,GB,56.771999,-3.353,21,36.359,,,
592,Chautagne Chautagne Hydroelectric Power Station France - Chautagne Hydroelectric Power Station France,60.8466286459604,HROR,FR,45.879,5.811,,,,3053,39696
593,Selsfors,61,HDAM,SE,64.221215,20.271177,,,,816,
594,Mariborski otok HE Mariborski otok 1 - Mariborski Otok Hydroelectric Poqwer Plant Slovenia,60,HROR,SI,46.56804,15.60415,33,,,1770,44863
595,Amlach,60,HROR,AT,46.8142047999999,12.761757,,,,2611,
596,Gardiken gardikfors,60,HDAM,SE,65.476969,15.856519,32,871,,796,
597,Edsele,60,HDAM,SE,63.356465,16.597823000000002,,,,2836,
598,Bussento,60,HROR,IT,40.139505,15.554868,,,,3317,
599,Chiavenna,60,HROR,IT,46.307194,9.395236,,,,3356,
600,Vinadio,60,HROR,IT,44.309025,7.176025,,,,3875,
601,Hauterive,60,HDAM,CH,46.7689506687,7.1275763544,,,,2533,
602,Mostarsko Blato Hydroelectric Power Plant Bosnia and Herzegovina - Mostarsko Blato Hydroelectric Power Plant Bosnia and Herzegovina,60,HDAM,BA,43.2989,17.794,,0.96,,,44809
603,Teshel Teshel Hydroelectric Power Plant Bulgaria - Teshel Hydroelectric Power Plant Bulgaria,60,HDAM,BG,41.6428,24.153,341,447.13,,3206,42188
604,Peruca Peruca - Peruca Hydroelectric Power Plant Croatia,60,HDAM,HR,43.7951,16.596800000000002,47,541,,3154,44831
605,Lucendro,60,HDAM,CH,46.5263515901,8.59770900919,73,25,,5291,
606,Hohenwarte,59.8,HPHS,DE,50.61433423,11.49212837,56,3.28,408,4989,
607,Salignac Salignac Hydroelectric Power Station France - Salignac Hydroelectric Power Station France,59.4944813427169,HROR,FR,44.138,5.979,,,,3183,39713
608,Saint georges commiers Saint Georges de Commiers Hydroelectric Power Station France - Saint Georges de Commiers Hydroelectric Power Station France,59.2356687898089,HDAM,FR,45.006,5.687,,,,3078,39794
609,Soelk-KW,59,HDAM,AT,47.433998,13.949,,,,,
610,Reckingen,58.5,HROR,CH,47.57118357745,8.33817031005,,,,2510,
611,Villerest Hydroelectric Power Station France - Villerest Hydroelectric Power Station France,58,HDAM,FR,45.9869,4.04938,70,128,,3224,45154
612,Vilar tabuaco Vilar-Tabuaco Hydroelectric Power Plant Portugal - Vilar-Tabuaco Hydroelectric Power Plant Portugal,58,HDAM,PT,40.9871,-7.5353,55,95.3,115600,3222,43574
613,Edensforsen,60,HROR,SE,63.690491,16.872475,,,,2835,
614,Satriano,58,HROR,IT,38.666883,16.481205,,,,3759,
615,Hieflau-KW,58,HDAM,AT,47.602001,14.764,,,,,
616,Ardino,58,HDAM,BG,41.6871,25.1526,84,74.6,,,
617,Wassen,58,HROR,CH,46.7156913962,8.61014697239,,,,2713,
618,Utanen,58,HROR,FI,64.75,26.416667,15.7,,,,
619,Fala HE Fala 1 - Fala Hydroelectric Poqwer Plant Slovenia,57.9,HROR,SI,46.55874,15.44511,34,,,1746,44862
620,Cusset jonage Cusset-Jonage Hydroelectric Power Station France - Cusset-Jonage Hydroelectric Power Station France,57.4662603878515,HROR,FR,45.79,5.025,,,,3057,39812
621,Stenkullafors,58,HDAM,SE,64.29432,17.246873,,,,820,
622,Pierre benite Pierre Benite Hydroelectric Power Station France - Pierre Benite Hydroelectric Power Station France,56.7901867362297,HROR,FR,45.702,4.842,,,,3156,39813
623,Soulom Soulom Hydroelectric Power Station France - Soulom Hydroelectric Power Station France,56.2738853503184,HDAM,FR,42.953,-0.069,,,,3197,39803
624,Arbon ARBON 1 - ArbonHydroelectric Power Plant Spain,56.04,HDAM,ES,43.477229,-6.730199,,38,,142,45888
625,Mazet Hydroelectric Power Station France - Mazet Hydroelectric Power Station France,56,HDAM,FR,45.801,1.803,38,106,,,39777
626,García de Sola,56,HDAM,ES,39.145417,-5.18625,25.171397343755178,554,38,,
627,Blasjön,57,HROR,SE,59.593787,14.354892,,,,2830,
628,Kymmen,56,HPHS,SE,59.974327,12.757321,,,,2855,
629,Ardenno,56,HROR,IT,46.164292,9.644944,,,,3262,
630,Monastero,56,HROR,IT,46.171791,9.430139,,,,3595,
631,UP_SGIACOMO_3PS,56,HPHS,IT,42.553001,13.556,,,,,
632,PUERTO PENA 1,56,HDAM,ES,39.144001,-5.185,,,,,
633,SAU 1,56,HDAM,ES,41.967999,2.415,,,,,
634,Pamilo Heinajoki,56,HDAM,FI,62.807917,30.529583,19,,,,
635,Vuzenica HE Vuzenica 1 - Vuzenica Hydroelectric Poqwer Plant Slovenia,55.59,HDAM,SI,46.59257,15.15301,34,14.2,,1798,44859
636,Bukovnik Gojak - Gojak Hydroelectric Power Plant Croatia Croatia,55.5,HROR,HR,45.2989,15.2633,,,,3080,44844
637,Považská bystrica Povazska Bystrica Hydroelectric Power Plant Slovakia - Povazska Bystrica Hydroelectric Power Plant Slovakia,55.2,HROR,SK,49.13312,18.45366,,,,1825,42644
638,Handeck isogyre Handeck 3 Hydroelectric Power Plant Switzerland - Handeck 3 Hydroelectric Power Plant Switzerland,55.1,HPHS,CH,46.6156957263,8.30313005616,,,,1559,45444
639,BUENDIA 1,55,HDAM,ES,40.398998,-2.784,339.2,1639,1515,,
640,"Andonno c,",55,HROR,IT,44.314628,7.482432,,,,3259,
641,Val noana,55,HDAM,IT,46.149311,11.789193,,,,3851,
642,PSW Erzhausen Block 1 - Erzhausen Pumped Storage Power Plant Germany,55,HPHS,DE,51.898998,9.925,,1.618,,,
643,_loschen,55,HDAM,CH,46.307999,7.757,,,,,
644,Jylhama,55,HDAM,FI,64.57875,26.76625,15,2343,,,
645,Mörel,54.9,HROR,CH,46.3521806523999,8.04183088725,,,,2396,
646,Castirla Hydroelectric Power Station France - Castirla Hydroelectric Power Station France,54.5,HDAM,FR,42.38,9.134,74,25.5,,,39763
647,"Chancy pougny dot, passe pois, Chancy-Pougny Hydroelectric Power Plant Switzerland - Chancy-Pougny Hydroelectric Power Plant Switzerland",54.48,HROR,CH,46.15987118895,5.975348600465,,,,1739,45460
648,EUME 1,54,HDAM,ES,43.403999,-8.043,161.1,123,,,
649,Paradela Paradela - Paradela Hydroelectric Power Plant Portugal,54,HDAM,PT,41.7686,-7.9504,110,158.2,222500,3221,43546
650,Sambuco peccia,54,HPHS,CH,46.4156418664,8.61147407012,130,64,,2452,
651,Unteraa lungerersee,54,HDAM,CH,46.8214351941,8.1744623486,,,,2356,
652,Gogosu,54,HDAM,RO,44.622793,22.641357,30,800,,,
653,Kattstrupeforsen,56,HDAM,SE,63.326439,14.579856,,,,803,
654,Kachlet,53.7,HROR,DE,48.5797112,13.4082738,,,,2259,
655,SALAS,53,HDAM,ES,41.924,-7.943,333.2,87,,,
656,LA BARCA 1,53,HDAM,ES,43.352001,-6.201,,,,,
657,GUIJO DE GRANADILLA,53,HDAM,ES,40.18,-6.142,,,,,
658,Draganesti,53,HDAM,RO,44.177917,24.48375,34,76,,,
659,Frunzaru,53,HDAM,RO,44.045417,24.57125,30,96,,,
660,Ipotesti,53,HDAM,RO,44.26625,24.400417,31,110,,,
661,Izbiceni,53,HDAM,RO,43.81625,24.69625,29,74,,,
662,Rusanesti,53,HDAM,RO,43.920417,24.625417,29,78,,,
663,Jouques Jouques Hydroelectric Power Station France - Jouques Hydroelectric Power Station France,52.733744826499,HROR,FR,43.681,5.656,,,,3096,39733
664,Guijo granadilla,52.21,HPHS,ES,40.180133,-6.142519,,,,222,
665,Navazo,52.09,HDAM,CH,46.2813172873,7.54633103323999,,,,5587,
666,"St, pantaleon",52,HROR,AT,48.224936,14.53116,,,,486,
667,Ardon,52,HROR,CH,46.2167209401,7.25657347568999,,,,1978,
668,Tiefencastel ost,52,HDAM,CH,46.6644016578,9.56270347436999,,,,2638,
669,LANUZA 1,52,HDAM,ES,42.709,-0.304,,,,,
670,Wildegg brugg,51.9,HROR,CH,47.4688460177,8.1698811311,,,,2721,
671,Campocologno,51.62,HDAM,CH,46.23149500045,10.1444383895,,,,2064,46291
672,Wägital siebnen,51.52,HDAM,CH,47.1716280522,8.90006739911,,,,2588,
673,Ème palier isérables riddes,51.35,HROR,CH,64.843919,26.195556,,,,2444,
674,Gösgen,51.3,HROR,CH,47.3694251427,7.97945465498,,,,2186,
675,Krangfors,53.8984910381993,HDAM,SE,64.75,20.4666667,,,,2852,
676,Potpec Hydroelectric Power Plant Serbia - Potpec Hydroelectric Power Plant Serbia,51,HDAM,RS,43.5228,19.5768,,27.5,,,44125
677,Santiago Jares,51,HDAM,ES,42.335999,-7.112,,,,,
678,Pälli,51,HROR,FI,64.8,26,14,,,,
679,"Vissoie ""groupe auxiliaire""",50.68,HDAM,CH,46.2099376546,7.58596983367,,,,2704,
680,Pengfors krv,51,HDAM,SE,63.921437,19.667553,,,,813,
681,Braunau simbach,50,HROR,DE,48.063827,10.1284429999999,,,,2043,
682,Koralpe Koralpe Pumped Storage Power Plant Austria - Koralpe Pumped Storage Power Plant Austria,50,HPHS,AT,46.6407766,14.9488018,,,,2903,45429
683,Agras AGRAS - Agras Hydroelectric Power Plant Greece,50,HROR,GR,40.8068,22.0215,,,,2912,42788
684,Montjovet,50,HROR,IT,45.707963,7.67411,,,,3607,
685,Pieve vergonte,50,HROR,IT,46.012976,8.260816,,,,3686,
686,Verampio,50,HROR,IT,46.210781,8.32061399999999,,,,3864,
687,Montta,50,HROR,FI,64.8,26,,,,,
688,Cerna Principal,50,HDAM,RO,45.162083,22.732917,110,124,,,
689,Strejesti,50,HDAM,RO,44.537083,24.325417,33,225,,,
690,Ilanz stufe panix pigniu,49.5,HDAM,CH,46.7747637593999,9.19522557929999,53,7.3,,2234,
691,Bancairon Bancairon Hydroelectric Power Station France - Bancairon Hydroelectric Power Station France,49.3630573248407,HDAM,FR,44.003,7.137,,,,3017,39702
692,Saint dalmas Saint Dalmas Hydroelectric Power Station France - Saint Dalmas Hydroelectric Power Station France,49.3630573248407,HDAM,FR,44.047,7.586,,,,3060,39703
693,Roznow Roznow Hydroelectric Power Plant Poland - Roznow Hydroelectric Power Plant Poland,49.3630573248407,HDAM,PL,49.7614,20.6631,,,,3178,42465
694,Louron Hydroelectric Power Station France - Louron Hydroelectric Power Station France,49.3,HDAM,FR,42.79,0.41,24,25.4,,,39775
695,BURGUILLO 1,49,HDAM,ES,40.424999,-4.534,398,201,,,
696,Lovero,49,HROR,IT,45.811688,10.06896,,,,3552,
697,LAS CONCHAS 1,49,HDAM,ES,41.944,-8.035,,,,,
698,Vaugris Vaugris Hydroelectric Power Station France - Vaugris Hydroelectric Power Station France,48.6773029167683,HROR,FR,45.495,4.826,,,,3218,39793
699,Topojan 1/2,48.52,HROR,AL,41.98756111,20.52793889,,,,,
700,Krupa Hydroelectric Power Plant Bosnia and Herzegovina - Krupa Hydroelectric Power Plant Bosnia and Herzegovina,48.5,HDAM,BA,44.5624,17.135,29,5.75,,,44818
701,ASHTA 2,48.2,HROR,AL,42.01168611,19.55194167,,,,,
702,Nussdorf,48,HROR,AT,47.744692,12.134782,,,,690,
703,Argentat Argentat Hydroelectric Power Station France - Argentat Hydroelectric Power Station France,48,HPHS,FR,45.10418,1.953746,,,,2899,39745
704,Acquoria,48,HROR,IT,41.960922,12.798884,,,,3244,
705,Bordogna,48,HROR,IT,45.951788,9.700749,,,,3307,
706,Carona,48,HDAM,IT,46.02139,9.78285,,,,3335,
707,Cassino,48,HROR,IT,41.48762,13.831513,,,,3337,
708,Varzo,48,HROR,IT,46.20668,8.252412,,,,3860,
709,Rannoch RANN-1,48,HROR,GB,56.699001,-4.408,6,64,,,
710,Jajce I Hidroelektrana Bosnia and Herzegovina - Jajce I Hidroelektrana Bosnia and Herzegovina,48,HDAM,BA,44.3774,17.2816,,4.2,,,44811
711,PROAZA 1,48,HDAM,ES,43.259998,-6.007,,,,,
712,Chippis rhône,47.84,HROR,CH,46.2819458712,7.54749996633999,,,,2087,
713,Argentat Hydroelectric Generating Station - Argentat Hydroelectric Generating Station,47.5,HROR,FR,45.104,1.954,,,,,2154
714,Brežice,47.4,HROR,SI,45.89888,15.5882,,,,4239,
715,Bregnier cordon Bregnier-Cordon Hydroelectric Power Station France - Bregnier-Cordon Hydroelectric Power Station France,47.3251556135248,HROR,FR,45.6539999999999,5.605,,,,3036,39789
716,Schwerin süd,47.1,HROR,DE,50.22056887475,10.080005764545,,,,6108,
717,Bussolengo,47,HROR,IT,45.469186,10.850584,,,,3318,
718,Madan,47,HDAM,BG,41.49868,24.93959,75,72.1,,,
719,Stensele,50,HDAM,SE,65.054381,17.231956,,,,821,
720,Eglisau Eglisau Hydroelectric Power Plant Switzerland - Eglisau Hydroelectric Power Plant Switzerland,46.9,HROR,CH,47.5749161402,8.47332208664,,,,1805,45462
721,Rheinfelden,46.7,HROR,DE,47.56990573,7.810113464,,,,2518,
722,Kraljevac Kraljevac - Kraljevac Hydroelectric Power Plant Croatia,46.4,HROR,HR,43.4307,16.8849,,,,3107,44836
723,Batak Batak Hydroelectric Power Plant Bulgaria - Batak Hydroelectric Power Plant Bulgaria,46.2038216560509,HDAM,BG,41.922589,24.1694,421,58.17,,3020,42185
724,GRADO I 1,46,HDAM,ES,42.164001,0.241,63.5,300,69000,,
725,Frykfors Fryken,47,HDAM,SE,59.54375,13.299583,20,182,,,
726,Palazzo,46,HROR,IT,39.799101,15.90748,,,,3662,
727,Caffaro,46,HROR,IT,45.8207845069398,10.527069568634,,,,3696,
728,Quart,38.5,HROR,IT,45.740261,7.46660399999999,,,,3712,
729,Gondo Gondo Hydroelectric Power Plant Switzerland - Gondo Hydroelectric Power Plant Switzerland,46,HROR,CH,46.196009215,8.1506042231,,,,1753,45468
730,Ramnicu Valcea,46,HDAM,RO,45.120417,24.375417,34,19,,,
731,Skallböle,46,HDAM,SE,62.364099,16.962161,,,,818,
732,Küblis,45.6,HROR,CH,46.913974185,9.78202924909,,,,2309,
733,Roßhaupten,45.5,HDAM,DE,47.651451,10.735525,35.4,168,,6009,
734,Kráľová Kralova Hydroelectric Power Plant Slovakia - Kralova Hydroelectric Power Plant Slovakia,45.06,HROR,SK,48.19048,17.8285,,,,1813,42651
735,Seyssel Hydroelectric Power Station France - Seyssel Hydroelectric Power Station France,45,HDAM,FR,45.971,5.834,31,6,,,39697
736,Kvarnsveden,45.6398512823462,HDAM,SE,60.485803502429,15.4371428489685,,,,2853,
737,Alzwerke,45,HROR,DE,48.1769,12.84045,,,,1968,
738,"Pont st, martin",45,HROR,IT,45.595361,7.79451399999999,,,,3576,
739,Lochay,45,HROR,GB,56.509998,-4.228,,,,,
740,Kolsi,45,HROR,FI,61.283333,22.333333,,,,,
741,Dragasani,45,HDAM,RO,44.682917,24.292083,32,40,,,
742,Govora,45,HDAM,RO,45.012083,24.29625,26,18.5,,,
743,Racaciuni,45,HDAM,RO,46.337083,27.04625,29,103.7,,,
744,Tarnita,45,HDAM,RO,46.727083,23.29625,97,74,,,
745,Mühleberg Muehleberg Hydroelectric Power Plant Switzerland - Muehleberg Hydroelectric Power Plant Switzerland,44.59,HROR,CH,46.9691475017,7.28449397373999,,,,1776,45221
746,Böckstein,44.5,HDAM,AT,47.7994056435064,13.0439901351929,,,,2035,
747,Golinhac Golinhac Hydroelectric Power Station France - Golinhac Hydroelectric Power Station France,44.4267515923566,HDAM,FR,44.606,2.605,,,,3081,39722
748,Lardy Lardy Hydroelectric Power Station France - Lardy Hydroelectric Power Station France,44.4267515923566,HDAM,FR,44.662,2.583,,,,3111,39730
749,Lindoso,44.1,HROR,PT,41.51,-8.16,,,,,
750,Bouca Bouca - Bouca Hydroelectric Power Plant Portugal,44,HDAM,PT,39.854,-8.2197,63,7.9,,3034,43575
751,Schwarzenbach,44,HPHS,DE,48.6559307999999,8.3262275,65,14.288,,3239,
752,Flumendosa,44,HDAM,IT,39.9622222,9.5055556,,,,3415,
753,AET Leventina,44,HDAM,CH,46.530998,8.685,,,,,
754,Kublis Hydroelectric Powerplant Switzerland - Kublis Hydroelectric Powerplant Switzerland,44,HROR,CH,46.913689,9.782,,,,,46287
755,Ritom,44,HDAM,CH,46.5172567651,8.67531756408,,,,2526,
756,Beresti,44,HDAM,RO,46.187083,27.18375,29,120,,,
757,Madunice Madunice Hydroelectric Power Plant Slovakia - Madunice Hydroelectric Power Plant Slovakia,43.2,HROR,SK,48.48843,17.7940799999999,,,,1817,42650
758,DOIRAS 1 - Doiras Hydroelectric Power Plant Spain,43,HDAM,ES,43.386002,-6.825,94.6,96.48,,,
759,Staning,43,HROR,AT,48.098607,14.468763,,,,547,
760,"S, angelo",43,HDAM,IT,42.55,12.6833333,,,,3261,
761,Dossi,43,HDAM,IT,46.034193,10.005855,,,,3390,
762,Rovesca,43,HDAM,IT,46.060376,8.114612,,,,3738,
763,Klingnau,42.6,HROR,CH,47.5945791001,8.22572773348,,,,2293,
764,Stechovice ps republic Stechovice-II PS Hydroelectric Power Plant Czech Republic - Stechovice-II PS Hydroelectric Power Plant Czech Republic,42.509551667839,HPHS,CZ,49.8455,14.42067,,,,3198,42361
765,Lesce Hydroelectric Power Plant Croatia Croatia - Lesce Hydroelectric Power Plant Croatia Croatia,42.3,HROR,HR,45.3485,15.3452,,,,,44846
766,Globocica (Crn Drim) Hydroelectric Power Plant Macedonia - Globocica (Crn Drim) Hydroelectric Power Plant Macedonia,42,HDAM,MK,41.3371,20.6347,94.5,13.2,,,42704
767,Salamonde,42,HDAM,PT,41.41,-8.5,75,55,26900,,
768,Rusfors,45,HDAM,SE,64.717559,18.242239,22,75,,815,
769,Bjurfors övre krv,42,HDAM,SE,60.0650492615305,15.9236633777618,,,,794,
770,Untra,42,HDAM,SE,60.56421,17.439184,,,,2886,
771,Signayes,42,HROR,IT,45.73736,7.31660099999999,,,,3768,
772,Tierfehd hintersand,42,HROR,CH,46.8761153436,8.98702934899,,,,2641,
773,"LAFORTUNADA-CINCA GR,1",42,HDAM,ES,42.570999,0.202,,,,,
774,Siriu,42,HDAM,RO,45.495417,26.250417,122,155,,,
775,Ocana Ocana Hydroelectric Power Station France - Ocana Hydroelectric Power Station France,41.9585987261146,HDAM,FR,41.946,8.935,,,,3145,39754
776,Rupperswil auenstein,41.74,HROR,CH,47.411796663,8.1147717897,,,,2540,
777,Castelnau lassouts Castelnau-Lassouts Hydroelectric Power Station France - Castelnau-Lassouts Hydroelectric Power Station France,41.4649681528662,HDAM,FR,44.505,2.87399999999999,,,,3049,39729
778,Pintado,41.232,HPHS,ES,37.93753,-5.780025,132.7,213,77000,225,
779,Tet (La) Hydroelectric Power Station France - Tet (La) Hydroelectric Power Station France,41.1,HDAM,FR,42.553,2.267,25,17.5,,,39805
780,Pracana Pracana - Pracana Hydroelectric Power Plant Portugal,41,HDAM,PT,39.5649,-7.8123,60,95.6,9800,3165,43576
781,Malta unterstufe Malta-Unterstufe-KW - Malta Unterstufe (Moellbruecke) Hydroelectric Power Plant Austria,41,HDAM,AT,46.8332,13.360071,,0.5,,1769,44819
782,Creva,41,HROR,IT,46.15,8.3,,,,3378,
783,Cucchinadorza,41,HDAM,IT,40.095654,9.162334,,,,3380,
784,Pallanzeno,41,HROR,IT,46.0420207259643,8.25948715209961,,,,3663,
785,Heiligkreuz,41,HROR,CH,46.347614362,8.17519358557,,,,2211,
786,Merikoski,41,HROR,FI,65.022701,25.473223,,,,,
787,Djale Dale - Djale Hydroelectric Power Plant Croatia,40.8,HROR,HR,43.5745,16.7115,,,,3064,44835
788,Coiselet Coiselet Hydroelectric Power Station France - Coiselet Hydroelectric Power Station France,40.4777070063694,HDAM,FR,46.294,5.592,,,,3056,39700
789,Quinson Quinson Hydroelectric Power Station France - Quinson Hydroelectric Power Station France,40.4777070063694,HDAM,FR,43.699,6.051,,,,3167,39711
790,Gour Noir (Le) Hydroelectric Power Station France - Gour Noir (Le) Hydroelectric Power Station France,40,HDAM,FR,45.071,2.067,43,5.2,,,39747
791,TRANCO DE BEAS 1,40,HDAM,ES,38.174999,-2.796,94,498,175000,,
792,Caldeirao Caldeirao - Caldeirao Hydroelectric Power Plant Portugal,40,HDAM,PT,40.5316,-7.3297,39,3.5,1500,3043,43577
793,Ternberg,40,HROR,AT,47.941095,14.35266,,,,556,
794,Batfors,42,HDAM,SE,64.832573,20.223732,,,,792,
795,Tasan,40,HDAM,SE,59.386351,13.569723,269,9,,2883,
796,Skagern – gullspang,40,HDAM,SE,58.986325,14.106716,20,300,,2841,
797,Langströmmen,40,HDAM,SE,62.106128,14.995905,,,,2858,
798,Norrange,40,HDAM,SE,61.489482,16.381977,17,43,,2867,
799,Dönje,40,HROR,SE,61.389765,16.388557,,,,2834,
800,Brunico,40,HDAM,IT,46.79343,11.983386,,,,3314,
801,Champagne,40,HROR,IT,45.701758,7.2079,197,,,3352,
802,Sospirolo,40,HDAM,IT,46.1394444,12.0677778,,,,3788,
803,Villa,40,HDAM,IT,41.961334,14.342717,,,,3873,
804,Clachan CLAC-1,40,HROR,GB,56.282002,-4.93,,,,,
805,Niederwartha,39.8,HPHS,DE,51.09153428,13.60982895,143,1.981,629,1846,
806,Arto blanca HE Blanca 1 - Arto-Blanca Hydroelectric Power Plant Slovenia,39.12,HROR,SI,45.99027,15.38183,,,,1734,44880
807,Krško HE Krsko 1 - Krsko Hydroelectric Power Plant Slovenia,39.12,HROR,SI,45.97461,15.48091,,,,1764,44882
808,Losenstein,39,HROR,AT,47.923315,14.433857,,,,455,
809,Agri,39,HDAM,IT,40.289012,16.139079,,,,3248,
810,Caoria,39,HDAM,IT,46.2,11.6833333,,,,3331,
811,Crego,39,HROR,IT,46.210781,8.32061399999999,,,,3377,
812,Maalismaa,39,HROR,FI,65.372222,25.840278,,,,,
813,Pahkakoski,43,HROR,FI,65.372222,25.840278,,,,,
814,Seitenoikea,39,HROR,FI,64.505,28.216667,,,,,
815,Wyhlen,38.92,HROR,CH,47.6182757945999,8.057542122065,,,,6487,
816,Lugo di nazza Lugo Di Nazza Hydroelectric Power Station France - Lugo Di Nazza Hydroelectric Power Station France,38.5031847133757,HDAM,FR,42.091,9.316,,,,3125,39764
817,Pracomune,38.5,HPHS,IT,46.5478079,11.0070771,,,,3234,
818,Lipovec Lipovec Hydroelectric Power Plant Slovakia - Lipovec Hydroelectric Power Plant Slovakia,38.4,HROR,SK,49.13197,18.9114,,,,1815,42645
819,Sučany Sucany Hydroelectric Power Plant Slovakia - Sucany Hydroelectric Power Plant Slovakia,38.4,HROR,SK,49.10656,18.99204,,,,1827,42647
820,Feldkirchen,38.2,HROR,DE,47.96092,12.1561,,,,2151,
821,BARRIOS DE LUNA 1 (MORA LUNA),38,HDAM,ES,42.466999,-5.883,300.3,308,252000,,
822,"Garsten st, ulrich",38,HROR,AT,48.018488,14.411714,,,,395,
823,Mavcice HE Mavcice 1 - Mavcice Hydroelectric Power Plant Slovenia,38,HDAM,SI,46.18387,14.40805,40,1.68,,1772,44875
824,Granfors,40,HDAM,SE,64.1833333,20.3833333,,,,2839,
825,Ala,38,HROR,IT,45.758995,11.000182,,,,3250,
826,Campo,38,HROR,IT,46.221592,9.449839,,,,3327,
827,Cividate,38,HROR,IT,45.942493,10.277462,,,,3363,
828,Marlengo,38,HROR,IT,46.65261771545,11.1454582214354,,,,3574,
829,Regoledo,38,HROR,IT,46.135091,9.551643,,,,3720,
830,Deanie,38,HROR,GB,57.382,-4.881,,,,,
831,PENADRADA 1,38,HDAM,ES,42.854,-6.459,,,,,
832,Kierikki,38,HROR,FI,65.372222,25.840278,18.2,,,,
833,Arcesti,38,HDAM,RO,44.449583,24.312917,31,43.4,,,
834,Calimanesti,38,HDAM,RO,45.074583,24.364583,29,4.6,,,
835,Ionesti,38,HDAM,RO,44.857917,24.24625,34,24.9,,,
836,Zavideni,38,HDAM,RO,44.774583,24.27125,30,500,,,
837,Wyhlen,37.9,HROR,DE,47.5523554,7.6580881,,,,2726,
838,Argentiere bessee Argentiere-La Bessee Hydroelectric Power Station France - Argentiere-La Bessee Hydroelectric Power Station France,37.5159235668789,HDAM,FR,44.783,6.54799999999999,,,,3011,39767
839,Grono,37.5,HROR,CH,46.2420119954,9.15352000435,,,,2194,
840,Qarrishta 1,37.5,HROR,AL,41.21956111,20.30383333,,,,,
841,Talarn Talarn Hydroelectric Power Plant Spain - Talarn Hydroelectric Power Plant Spain,37.36,HDAM,ES,42.17969,0.91314,,,,1790,43826
842,Manosque voix Manosque-Voix Hydroelectric Power Station France - Manosque-Voix Hydroelectric Power Station France,37.184050839198,HROR,FR,43.8769999999999,5.86299999999999,,,,3128,39709
843,ENTREPENAS 1,37,HDAM,ES,40.493,-2.75,343.7,835,,,
844,Weyer,37,HROR,AT,48.1465032749364,14.117603302002,,,,576,
845,Sikfors,40,HDAM,SE,65.525764,21.183168,,,,2875,
846,Skedvi,38,HDAM,SE,60.398171,15.808669,,,,2877,
847,Babeni,37,HDAM,RO,44.920417,24.250417,33,59.7,,,
848,Daesti,37,HDAM,RO,45.17875,24.369583,29,11.2,,,
849,Egets Egets Hydroelectric Power Station France - Egets Hydroelectric Power Station France,36.8248407643312,HDAM,FR,42.955,0.565,,,,3068,39774
850,HE Rijeka,36.8,HROR,HR,45.3349990844727,14.4519996643066,,,,,
851,Rheinau,36.8,HROR,CH,47.6389102371,8.60166117811,,,,2516,
852,Nußdorf,36.6,HROR,DE,47.74473,12.13573,,,,5637,
